comment,label,processed,processed_baku
Ini apa bedanya sih dengan blu dan bca mobile,0,apa beda sih blu bca mobile,apa beda sih blu bca
"Waduh, kenapa id tiba2 terblokir ya? Padahal cuman sekali salah. Wah gak layak pakai klo kek gini. Parah lah...",-1,kenapa id blokir ya cuman salah tidak layak pakai klo kek gin parah,kenapa tiba blokir padahal cuman salah tidak layak pakai kek gin parah
"Aplikasi ini akan menyedot pulsa anda, buang waktu & tenaga",-1,aplikasi akan sedot pulsa buang tenaga,aplikasi akan sedot pulsa buang tenaga
"kenapa saya baru instal trus saya klik gabung, trus saya udh isi..dan saya d minta no kartu ATM...kan saya baru gabung mana punya no ATM nya...gmn sie cara nya supaya bisa buka rekening online",-1,baru instal trus klik gabung trus saya udh isi saya d no kartu atm saya baru gabung punya no atm nya gmn sie nya bisa buka rekening online,baru klik gabung trus saya isi saya minta kartu kan saya baru gabung punya atm gmn cara supaya bisa buka rekening
Ribet banget terlalu banyak kirim sms.. ngabisin pulsa.. Suruh telpon hallo bca dlu lgi,-1,ribet banget banyak kirim sms ngabisin pulsa suruh telpon hallo bca dlu lgi,banget banyak kirim ngabisin pulsa suruh telpon bca lgi
Txn jadi gampang dan praktis,1,txn gampang praktis,jadi gampang praktis
Ribet verikasi buat aktifasi harus call hallo bca pulsa 50000 nguap verifikasi belum selesai putus,-1,ribet verikasi aktifasi call hallo bca pulsa nguap verifikasi selesai putus,verikasi aktifasi call bca pulsa verifikasi selesai putus
"Untuk App Saya Kasih Bintang Satu, karena Ga jelas di bandung Mobile BCA",-1,app kasih bintang karena tidak jelas bandung mobile bca,app kasih bintang karena tidak jelas bandung bca
"admin,,, kalo.m banking saya kblokir tp sdah daftar dan verifikasi myBca apakah tetap bisa",0,admin kalo m banking kblokir tp sdah daftar verifikasi mybca tetap bisa,kalo banking kblokir sdah daftar verifikasi apakah bisa
"Overall bagus, tapi kenapa kok tidak ada pembayaran M-Payment di myBCA..?",1,overall bagus kenapa tidak bayar m payment mybca,bagus kenapa tidak bayar payment mybca
semoga lebih membantu dalam segala hal penggunaan nya,1,moga bantu segala guna nya,moga bantu segala guna
Mau daftarin mbengking malah gk bisa nyedot pulsa gw smpe abis parah gila.,-1,daftarin mbengking tidak bisa nyedot pulsa gw smpe abis parah gila,daftarin malah tidak bisa pulsa smpe abis parah gila
Ini aplikasi maunya apa sebenernya ? Registrasinya ribet banget. Mau di pake atau enggak sih ?,-1,aplikasi apa sebenernya registrasi ribet banget di pake tidak sih,aplikasi apa registrasi banget di atau tidak sih
Sangat memudahkan dan praktis.,1,mudah praktis,mudah praktis
"Kayaknya kalo fitur-fitur My BCA sama m BCA di satuin lebih keren deh,lebih simpel Semoga ajah kedepannya jadi satu",0,kayak kalo fitur fitur my bca m bca satuin keren deh simpel moga ajah jadi,kayak kalo fitur m bca di keren deh lebih simpel moga depan satu
"aplikasi GAK PRATIS, RIBET, JELEK ngabisin pulsa aja",-1,aplikasi tidak pratis ribet jelek ngabisin pulsa aja,aplikasi tidak ribet jelek pulsa aja
"Tks MyBca, sistem keamanannya oke bangettt.... Bisa mendeteksi perpindahan HP, tinggal verifikasi doang lwt HaloBCA 😍🥰",1,tks mybca sistem aman oke bangettt bisa deteksi pindah hp tinggal verifikasi doang lwt halobca,mybca sistem aman oke bisa deteksi pindah tinggal verifikasi doang halobca
"Cukup memuaskan, saya bisa liat semua rekening bca saya dalam 1 aplikasi",1,muas bisa liat rekening bca dalam aplikasi,muas bisa liat rekening saya aplikasi
"Ribet, password terblokir harus nelpon. Terus aja ngirim sms tiap kali login. What a waste... .",-1,ribet password blokir nelpon aja ngirim sms kali login what a waste,password blokir nelpon aja sms kali what waste
"Pulsa gua terkuras, mohon segera perbaiki.",-1,pulsa gua kuras mohon baik,pulsa gua kuras mohon baik
Bank lain pada bs fingerprint masa bca msh harus ketik password manual setiap login...,-1,bank lain bisa fingerprint bca msh ketik password manual login,bank lain bisa masa msh ketik manual login
Untuk saran di Mybca jika ada transaksi uang masuk bisa ada notif atau SMS,0,saran mybca transaksi uang masuk bisa ada notif sms,saran mybca transaksi uang masuk bisa ada notif sms
"Di myBCA belum bisa bayar pinjaman,(F.I.F) atau pinjaman yg lain nya. Cuma bisa transfer doank...",-1,mybca bisa bayar pinjam f i f pinjam lain nya bisa transfer doank,mybca bisa bayar pinjam i atau pinjam lain cuma bisa transfer
"Baru coba ,kalau gk punya npwp gimna ya ,mohon info nya",0,baru coba tidak npwp gimna ya mohon info nya,baru coba tidak npwp ya mohon info
Cukup baik pelayanannya,1,baik layan,baik layan
Jelek masa iya harus reset password padahal inget,-1,jelek iya reset password inget,jelek iya reset padahal
Keren simple ga ribet,1,keren simple tidak ribet,keren tidak
Ingin daftar tapi bisa tidak tanpa kartu ATM,0,daftar bisa tidak kartu atm,daftar bisa tidak kartu
"Mohon tambahkan fitur Cashless, terima kasih.",0,mohon fitur cashless terima kasih,mohon fitur terima kasih
Aplikasi perbankan paling ribet. Pindah device harus telfon call center nunggu 2 hari kerja... Ya telp 1500888 terus nunggu lagi... Itu yang disebut ribet,-1,aplikasi perban ribet pindah device telfon call center nunggu kerja ya telp nunggu itu sebut ribet,aplikasi perban pindah harus call nunggu kerja telp nunggu itu sebut ribet
"Keren Bank Yang Mendengarkan Saran Dan Kritik Nasabah Untuk Membuat Aplikasi Mobile Banking Yang Tampilan Baru Untuk Anak Anak Muda Milenial, Semoga Cepat Di Tambahkan Login Mengunakan Finger Print",1,keren bank dengar saran kritik nasabah buat aplikasi mobile banking tampil baru anak anak muda milenial moga cepat tambah login mengunakan finger print,keren bank dengar saran kritik nasabah buat aplikasi banking tampil baru anak anak muda moga cepat tambah mengunakan print
"Ribet, baru sehari login langsung ke blokir, pulsa habis nelpon cs nya ga konek ujung ujungnya pulsa yang abis payah",-1,ribet baru login langsung blokir pulsa habis nelpon cs nya tidak konek ujung ujung pulsa abis payah,baru login langsung blokir pulsa habis cs tidak ujung ujung pulsa abis payah
Akhirnya aplikasinya good-looking juga..,1,aplikasi good looking,aplikasi looking
Kemudahan di dapatkan dan aplikasi ini bagus,1,mudah dapat aplikasi bagus,mudah dapat aplikasi bagus
Di update mlh jd ga bsa ke buka ...padahal sebelum nya B aj,-1,update mlh jd tidak bisa buka belum nya b aj,update jd tidak bisa buka belum b
Sangat bermamfaat di era digital sekarng,1,manfaat era digital sekarng,manfaat era digital
Sangat Menunjang mobilitas usaha saya... nyaman...,1,tunjang mobilitas usaha nyaman,tunjang mobilitas usaha nyaman
"Ga bisa kepake, cemen Gagal mulu waktu muat no atm",-1,tidak bisa kepake cemen gagal mulu muat no atm,tidak bisa cemen gagal waktu muat atm
Sangat bermanfaat...tapi penguna harus sangat hati²...,1,manfaat penguna sangat hati,manfaat penguna sangat hati
"Mudah,jelas,cepat",1,mudah jelas cepat,mudah jelas cepat
Aman gak sama data kita jika dimasukin nomor atmnya,0,aman tidak data jika dimasukin nomor atmnya,aman tidak data jika nomor
Masuk ga bisa2..menguras pulsa iyaaa.. jangan download..Rugiii...,-1,masuk tidak bisa uras pulsa iyaaa download rugiii,masuk tidak bisa uras pulsa jangan rugiii
"Boro2 mau dipake, masukin nomer atm aja gagal trus ngabisin pulsa bberpa kali verif sms #auto balik ke mBCA",-1,boro dipake masukin nomer atm aja gagal trus ngabisin pulsa bberpa kali verif sms auto ke mbca,mau masukin atm aja gagal ngabisin pulsa kali sms auto ke
Agak susah utk registrasi,-1,susah utk registrasi,susah registrasi
"Saya kasih bingtang 3,entar klo aplikasi ini bagus ,baru sy tambahi..tank's",0,kasih bingtang entar klo aplikasi bagus baru sy tank s,kasih entar aplikasi bagus baru tambah tank
Tolong kasih fitur pengelola keuangan seperti app bank sebelah,0,tolong kasih fitur kelola uang app bank belah,tolong kasih kelola uang app bank belah
"Ok sangat membantu untuk transaksi, mohon ditambah lagi piturnya yg lain, terimakasih",1,ok bantu transaksi mohon lagi piturnya lain terimakasih,sangat bantu transaksi mohon lagi yang lain
Alangkah enaknya jika My BCA ada fingerprint nya kalo login. Biar praktis.,1,alangkah enak my bca fingerprint nya kalo login biar praktis,alangkah enak my ada nya kalo biar praktis
Akan lebih baik lagi apabila disertai fasilitas login dgn biometrik,1,lebih baik apabila fasilitas login dgn biometrik,lebih baik apabila fasilitas dgn
Saya jadi ragu nyimpan duit disini. Verifikasi ribet. Nunggu dah 1 bulan gak di respon. Nelp cs juga habis puluhan ribu gak ada solusi....,-1,jadi ragu nyimpan duit verifikasi ribet nunggu dah tidak respon nelp cs habis puluh ribu tidak solusi,jadi ragu duit verifikasi nunggu dah tidak respon cs habis puluh ribu tidak solusi
"Bagus sekali, sayang masih pakai sms ....",1,bagus sayang pakai sms,bagus sayang pakai
Lemot bgd pas upgrde my bca bru. Tolong dong di perbaiki.,-1,lot bgd pas upgrde my bca bru tolong di baik,lot pas my bru tolong di baik
App 4n1nggg t0l0lll. Pulsa habis,-1,app n nggg t l lll pulsa habis,n t lll pulsa habis
Mantap update lagi agar lebih menarik lagi,1,mantap update agar tarik,mantap lebih tarik lagi
Aplikasi BCA paling ribet. Klo udah bener nanti baru pake deh. Males bolak balik tlp halobca. Reset pin tlp halobca disuruh k CS. Nyampe CS disuruh k haloBCA. Kerennn... CS sangat membantu. Cuma tetep ribetttt... Akhirnya hapus ID. Nunggu 3 hr trus nunggu lg nunggu lg eror lg. Dah ah lelahhh sumpahhh.... Benerin dl deh proses,-1,aplikasi bca ribet klo udah bener baru pake deh males bolak tlp halobca reset pin tlp halobca suruh k cs nyampe cs suruh k halobca kerennn cs bantu tetep ribetttt hapus id nunggu hr trus nunggu lg nunggu lg error lg dah ah lelahhh sumpahhh benerin dl deh proses,aplikasi paling klo bener baru deh bolak reset pin tlp halobca suruh cs cs suruh halobca cs bantu tetep akhir hapus trus lg nunggu lg lg dah lelahhh benerin deh proses
"Fiturnya di tambahin, untuk pembayaran dll. Seperti bca mobile",0,fiturnya tambahin bayar dll bca mobile,di untuk bayar seperti mobile
Cardless harus ada juga di aplikasi ini...,0,cardless ada di aplikasi,harus juga aplikasi
Koq gk bisa masuk?malah suruh reset password??,-1,tidak bisa masuk suruh reset password,tidak bisa masuk suruh password
Saya suka saya suka. Semoga bisa login pake fingerprint,1,suka suka moga bisa login pake fingerprint,suka suka moga bisa pake
Sangat bermanfaat,1,manfaat,manfaat
Udah isi pulsa sampe 10 ribu gak masuk masuk. Kacau ini.,-1,udah isi pulsa sampe ribu tidak masuk masuk kacau,isi pulsa ribu tidak masuk masuk kacau
"Tolol ihhh ,Mau Masuk nya Susah bgt di kirim Ke Email mulu tp Gak Ada Email ,malah ada Sms trussss 1 Sms 250 rp ,ngabisin Pulsa Aja ,Aplikasi Gak Jelasssss.,,.",-1,tolol ihhh masuk nya susah bgt kirim email mulu tp tidak email ada sms trussss sms rp ngabisin pulsa aja aplikasi tidak jelasssss,tolol mau masuk susah di kirim email tp tidak email ada trussss rp pulsa aja aplikasi tidak
Bisaa Tolong segera di selesaikan fitur fitur yg lainnya supaya bisa di gunakan secepatnyaa ... terima kasihhhh BCA,1,bisaa tolong selesai fitur fitur lain bisa di guna secepatnyaa terima kasihhhh bca,tolong selesai fitur lain bisa di guna terima bca
"My bca artinya saya punya BCA...sendiri, lah kenapa setiap bca masih ada main2 pemblokiran...kan ada KTP dan sudah mengenal saya... sekian dan terimakasih...",-1,my bca arti punya bca lah tiap bca ada main blokir ada ktp sudah kenal sekian terimakasih,arti punya bca sendiri kenapa bca ada main blokir ada kenal sekian dan terimakasih
Kenapa tidak ada menu pembayaran?,-1,tidak menu bayar,tidak menu bayar
Tiba2 terblokir... Coba reset id bolak balik kembali ke SMS terus... Via chat suruh tlp ke halo BCA... Ribet.....,-1,blokir coba reset id bolak kembali sms via chat suruh tlp halo bca ribet,blokir coba id bolak kembali sms via suruh ke halo ribet
Kami dpt dgn mudah melakukan cek saldo maupun trasfer,1,dpt dgn mudah laku cek saldo trasfer,dpt mudah laku cek saldo trasfer
"Jadi ribet skrg mesti verifikasi ke hallo bca segala, bukanya dipermudah....",-1,ribet skrg mesti verifikasi hallo bca buka mudah,ribet mesti verifikasi hallo segala buka mudah
Sekarang app bca kok sangat ketinggalan ya secara tampilan kecepatan Kalah sama bank Bumn,-1,app bca sangat tinggal ya tampil cepat kalah bank bumn,app kok tinggal cara tampil cepat kalah bank
e statement tidak bisa di download / kirim ke email,-1,e statement tidak bisa download kirim email,statement tidak bisa download kirim email
Sedikit sedikit diblokir padahal baru juga masuk dan ga salah password. Tp dblokir,-1,sedikit blokir baru masuk tidak salah password tp dblokir,sedikit blokir baru masuk tidak salah tp
Selalu terbaik pelayanan bank BCA. My BCA membuat transaksi online dr banyak kartu juga makin mudah.,1,baik layan bank bca my bca transaksi online dr kartu makin mudah,baik layan bank my buat transaksi dr kartu makin mudah
"Sudah aktivasi berhasil pas minta pin M BCA malah terblokir saya bingung, pdahal pin M BCA sama kok.",-1,aktivasi hasil pas pin m bca blokir bingung pdahal pin m bca kok,aktivasi hasil pas pin bca blokir bingung pin bca kok
Bintang 1 aja belum bisa BI fast ini..bank lain sudah bisa,-1,bintang aja bisa bi fast bank lain bisa,bintang aja bisa fast bank lain bisa
"Hanya utk yg udh punya ATM BCA, pelanggan baru tdk dibutuhkan di sini.",-1,utk udh atm bca langgan baru tidak butuh sini,utk udh atm langgan baru tidak butuh sini
Sekarang bisa cek rekening koran & semua rekening dalam satu aplikasi🌹🌹🌹🌹🌹🌹,1,bisa cek rekening koran rekening satu aplikasi,bisa cek rekening koran rekening satu aplikasi
"Emang mantap ini bank, inovasi teknologinya memang memudahkan. Ditunggu fitur2 berikutnya.",1,emang mantap bank inovasi teknologi mudah tunggu fitur,emang mantap bank inovasi teknologi mudah tunggu ikut
Lebih mudah transaksi sekaligus 2 rekening,1,mudah transaksi rekening,mudah transaksi rekening
Sangat membantu dan memberikan kemudahan untuk akses ke beberapa rekening BCA,1,bantu beri mudah akses beberapa rekening bca,bantu beri mudah akses beberapa rekening
APK TERBURUK !!! DAFTAR SAJA SUSAH !!! BERAPA X SMS VERIFIKASI BARU BISA LOGIN ? KAU MAU GANTI PULSANYA ?,-1,apk buruk daftar susah x sms verifikasi baru bisa login kau ganti pulsa,buruk daftar susah x verifikasi baru bisa kau ganti pulsa
setelah nonton riview Gadget in saya memutuskan untuk mencoba,0,nonton riview gadget in putus coba,nonton gadget saya putus coba
"Kenapa ga bisa login ya, ngapain sih harus sms dulu",-1,tidak bisa login ya ngapain sih sms,tidak bisa ya ngapain sih sms
"Cuma yg paham pake apk ini ... Mantabbb dah selamat tinggal apk lama Good job bca ,👍👍👍👍👍👍",1,yang paham pake apk mantabbb dah selamat tinggal apk lama good job bca,yang paham mantabbb dah selamat tinggal apk lama job
"Bagaimana cara mengaktif kan my BCA, soal nya di coba selalu gagal dan gagal ajja.",-1,cara aktif my bca nya coba gagal gagal ajja,cara aktif my soal di coba gagal gagal
"Kenapa harus verifikasi diri lg melalui hallo BCA,atau nmr 1500888 yg sulit dan nyaris tidak bisa di hubungi",-1,harus verifikasi lg hallo bca nmr sulit nyaris tidak bisa hubung,harus verifikasi lg hallo atau yang sulit nyaris tidak bisa hubung
Cepat dan lebih lengkap dengan menggunakan aplikasi my bca,1,cepat lebih lengkap guna aplikasi my bca,cepat lebih lengkap guna aplikasi bca
Sangat membantu dan bermanfaat sekali,1,bantu manfaat,bantu manfaat
Sangat2 di butuhkan utk transaksi.,1,di butuh utk transaksi,di butuh transaksi
"Kenapa setiap transaksi MyBCA saya selalu terblokir, selalu tlfn dlu CS nya yg habisin plsa. . Tolong dong diperbaiki biar kami nasabah BCA puas, apalagi sya yg tiap hari trasnaksi besar harus urus blokiran mulu. .",-1,tiap transaksi mybca blokir selalu tlfn dlu cs nya habisin plsa tolong baik biar nasabah bca puas sya tiap trasnaksi harus urus blokir mulu,tiap transaksi saya blokir tlfn cs plsa tolong baik biar nasabah puas sya yang tiap trasnaksi harus urus blokir
Terlalu banyak makan pulsa,-1,banyak makan pulsa,banyak makan pulsa
"sejauh ini mantap, saling melengkapi sama BCA mobile",1,ini mantap lengkap bca mobile,ini mantap lengkap bca
"Kenapa ya sering terblokir? Sy sdh 3x hub halo bca utk buka blokir, hari ini lapor lusa sdh terblokir lagi Padahal ID dan pasw tdk ada yg salah sampai sy catat di buku. Mohon management bca memberi solusi supaya tdk terblokir terus menerus. Terimakasih.",-1,ya blokir sy sdh x hub halo bca utk buka blokir ini lapor lusa sdh blokir padahal id pasw tidak yang salah sy catat buku mohon management bca solusi tidak blokir terus terimakasih,ya blokir hub halo utk buka blokir ini lapor lusa sdh blokir padahal dan tidak yang salah sy catat buku mohon bca solusi tidak blokir terus
